,
Roll No.,Core Section
2229004,CSCE-01
2229008,CSCE-01
2229021,CSCE-01
2229024,CSCE-01
2229126,CSCE-01
2229132,CSCE-01
2229140,CSCE-01
2229145,CSCE-01
2229146,CSCE-01
2229148,CSCE-01
2229150,CSCE-01
2229159,CSCE-01
2229173,CSCE-01
2229186,CSCE-01
2229194,CSCE-01
2229196,CSCE-01
2229197,CSCE-01
2229201,CSCE-01
2229001,CSCE-01
2229003,CSCE-01
2229005,CSCE-01
2229006,CSCE-01
2229009,CSCE-01
2229010,CSCE-01
2229011,CSCE-01
2229012,CSCE-01
2229015,CSCE-01
2229019,CSCE-01
2229022,CSCE-01
2229025,CSCE-01
2229026,CSCE-01
2229028,CSCE-01
2229035,CSCE-01
2229037,CSCE-01
2229042,CSCE-01
2229057,CSCE-01
2229061,CSCE-01
2229066,CSCE-01
2229075,CSCE-01
2229091,CSCE-01
2229093,CSCE-01
2229095,CSCE-01
2229098,CSCE-01
2229106,CSCE-01
2229114,CSCE-01
2229115,CSCE-01
2229116,CSCE-01
2229120,CSCE-01
2229121,CSCE-01
2229124,CSCE-01
2229130,CSCE-01
2229131,CSCE-01
2229133,CSCE-01
2229136,CSCE-01
2229138,CSCE-01
2229139,CSCE-01
2229143,CSCE-01
2229155,CSCE-01
2229160,CSCE-01
2229164,CSCE-01
2229166,CSCE-01
2229175,CSCE-01
2229192,CSCE-01
2229195,CSCE-01
2229206,CSCE-01
2229208,CSCE-01
2229046,CSCE-02
2229077,CSCE-02
2229084,CSCE-02
2229085,CSCE-02
2229101,CSCE-02
2229103,CSCE-02
2229112,CSCE-02
2229125,CSCE-02
2229141,CSCE-02
2229144,CSCE-02
2229151,CSCE-02
2229157,CSCE-02
2229172,CSCE-02
2229179,CSCE-02
2229187,CSCE-02
2129063,CSCE-02
2229002,CSCE-02
2229007,CSCE-02
2229013,CSCE-02
2229016,CSCE-02
2229018,CSCE-02
2229020,CSCE-02
2229034,CSCE-02
2229038,CSCE-02
2229047,CSCE-02
2229048,CSCE-02
2229051,CSCE-02
2229052,CSCE-02
2229055,CSCE-02
2229073,CSCE-02
2229083,CSCE-02
2229087,CSCE-01
2229094,CSCE-02
2229096,CSCE-02
2229102,CSCE-02
2229104,CSCE-02
2229105,CSCE-02
2229108,CSCE-02
2229109,CSCE-02
2229110,CSCE-02
2229118,CSCE-02
2229119,CSCE-02
2229122,CSCE-02
2229127,CSCE-02
2229128,CSCE-02
2229129,CSCE-02
2229134,CSCE-02
2229149,CSCE-02
2229154,CSCE-02
2229161,CSCE-02
2229162,CSCE-02
2229168,CSCE-02
2229176,CSCE-02
2229178,CSCE-02
2229180,CSCE-02
2229182,CSCE-02
2229184,CSCE-02
2229190,CSCE-02
2229191,CSCE-02
2229198,CSCE-02
2229199,CSCE-02
2229200,CSCE-02
2229204,CSCE-02
2229205,CSCE-02
2229041,CSCE-03
2229045,CSCE-03
2229049,CSCE-03
2229059,CSCE-03
2229067,CSCE-03
2229068,CSCE-03
2229072,CSCE-03
2229088,CSCE-03
2229111,CSCE-03
2229113,CSCE-03
2229156,CSCE-03
2229167,CSCE-03
2229170,CSCE-03
2229177,CSCE-03
2229181,CSCE-03
2229189,CSCE-03
2229193,CSCE-03
2229017,CSCE-03
2229023,CSCE-03
2229027,CSCE-03
2229029,CSCE-03
2229030,CSCE-03
2229031,CSCE-03
2229032,CSCE-03
2229033,CSCE-03
2229036,CSCE-03
2229043,CSCE-03
2229044,CSCE-03
2229050,CSCE-03
2229053,CSCE-03
2229054,CSCE-03
2229056,CSCE-03
2229060,CSCE-03
2229062,CSCE-03
2229063,CSCE-03
2229064,CSCE-03
2229065,CSCE-03
2229069,CSCE-03
2229070,CSCE-03
2229071,CSCE-03
2229076,CSCE-03
2229078,CSCE-03
2229079,CSCE-03
2229080,CSCE-03
2229081,CSCE-03
2229082,CSCE-03
2229090,CSCE-03
2229092,CSCE-03
2229099,CSCE-03
2229100,CSCE-03
2229117,CSCE-03
2229137,CSCE-03
2229142,CSCE-03
2229147,CSCE-03
2229152,CSCE-03
2229158,CSCE-03
2229163,CSCE-03
2229165,CSCE-03
2229169,CSCE-03
2229171,CSCE-03
2229183,CSCE-03
2229185,CSCE-03
2229203,CSCE-03
2229207,CSCE-03
2229209,CSCE-03
2205233,CSE-01
2205432,CSE-01
22051321,CSE-01
22051769,CSE-01
22051852,CSE-01
22051873,CSE-01
22051894,CSE-01
22052057,CSE-01
22052300,CSE-01
22052397,CSE-01
22052418,CSE-01
22052542,CSE-01
22052583,CSE-01
22052601,CSE-01
22052606,CSE-01
22052764,CSE-01
22052973,CSE-01
22053577,CSE-01
22053614,CSE-01
22054099,CSE-01
22054158,CSE-01
2205017,CSE-01
2205153,CSE-01
2205352,CSE-01
2205367,CSE-01
2205418,CSE-01
2205524,CSE-01
2205629,CSE-01
2205640,CSE-01
2205643,CSE-01
2205751,CSE-01
2205758,CSE-01
2205775,CSE-01
22051049,CSE-01
22051051,CSE-01
22051071,CSE-01
22051081,CSE-01
22051087,CSE-01
22051256,CSE-01
22051281,CSE-01
22051282,CSE-01
22051398,CSE-01
22051534,CSE-01
22051570,CSE-01
22051672,CSE-01
22051722,CSE-01
22051728,CSE-01
22051741,CSE-01
22051781,CSE-01
22051819,CSE-01
22051976,CSE-01
22052247,CSE-01
22052342,CSE-01
22052471,CSE-01
22052472,CSE-01
22052478,CSE-01
22052494,CSE-01
22052573,CSE-01
22052726,CSE-01
22052732,CSE-01
22052864,CSE-01
22053021,CSE-01
22053053,CSE-01
22053063,CSE-01
22053065,CSE-01
22053105,CSE-01
22053108,CSE-01
22053114,CSE-01
22053127,CSE-01
22053255,CSE-01
22053278,CSE-01
22053604,CSE-01
22053613,CSE-01
22053984,CSE-01
22054210,CSE-01
22054252,CSE-01
23057032,CSE-01
2205096,CSE-02
2205227,CSE-02
2205261,CSE-02
2205523,CSE-02
2205571,CSE-02
2205589,CSE-02
2205687,CSE-02
2205703,CSE-02
2205834,CSE-02
2205879,CSE-02
2205904,CSE-02
2205989,CSE-02
22051272,CSE-02
22051334,CSE-02
22051410,CSE-02
22051696,CSE-02
22052025,CSE-02
22052044,CSE-02
22052049,CSE-02
22052116,CSE-02
22052128,CSE-02
22052536,CSE-02
22052633,CSE-02
22052697,CSE-02
22052871,CSE-02
22053281,CSE-02
22054318,CSE-02
23057046,CSE-02
2205031,CSE-33
2205121,CSE-02
2205124,CSE-02
2205243,CSE-02
2205361,CSE-02
2205586,CSE-02
2205725,CSE-02
2205764,CSE-02
2205770,CSE-02
2205885,CSE-02
2205913,CSE-02
2205953,CSE-02
2205970,CSE-02
2205976,CSE-02
22051091,CSE-02
22051296,CSE-02
22051311,CSE-02
22051446,CSE-02
22051666,CSE-02
22051800,CSE-02
22051926,CSE-02
22051929,CSE-02
22051932,CSE-02
22051990,CSE-02
22052134,CSE-02
22052533,CSE-02
22052581,CSE-02
22052769,CSE-02
22052794,CSE-02
22052830,CSE-02
22052873,CSE-02
22053085,CSE-02
22053215,CSE-02
22053291,CSE-02
22053300,CSE-02
22053344,CSE-02
22053464,CSE-02
22053523,CSE-02
22053619,CSE-02
22053637,CSE-02
22053643,CSE-02
22053933,CSE-02
22053986,CSE-02
22053998,CSE-02
22054071,CSE-02
22054082,CSE-02
22054194,CSE-02
22054223,CSE-02
22054328,CSE-02
22054415,CSE-02
2205296,CSE-03
22051106,CSE-03
22051134,CSE-03
22051505,CSE-03
22051688,CSE-03
22051860,CSE-03
22051999,CSE-03
22052126,CSE-03
22052375,CSE-03
22052644,CSE-03
22052878,CSE-03
22053119,CSE-03
22053220,CSE-03
22053952,CSE-03
22053955,CSE-03
2205002,CSE-03
2205025,CSE-03
2205134,CSE-03
2205135,CSE-03
2205267,CSE-03
2205338,CSE-03
2205617,CSE-03
2205672,CSE-03
2205698,CSE-03
2205731,CSE-03
2205880,CSE-03
2205914,CSE-03
2205923,CSE-03
22051103,CSE-03
22051190,CSE-03
22051226,CSE-03
22051396,CSE-03
22051418,CSE-03
22051427,CSE-03
22051517,CSE-03
22051535,CSE-03
22051540,CSE-03
22051551,CSE-03
22051582,CSE-03
22051608,CSE-03
22051651,CSE-03
22051697,CSE-03
22051737,CSE-03
22051963,CSE-03
22052009,CSE-03
22052048,CSE-03
22052088,CSE-03
22052301,CSE-03
22052314,CSE-03
22052391,CSE-03
22052440,CSE-03
22052447,CSE-03
22052597,CSE-03
22052682,CSE-03
22052684,CSE-03
22052802,CSE-03
22052839,CSE-03
22053036,CSE-03
22053139,CSE-03
22053143,CSE-03
22053265,CSE-03
22053419,CSE-03
22053547,CSE-03
22053583,CSE-03
22053607,CSE-03
22053657,CSE-03
22053749,CSE-03
22053829,CSE-03
22053867,CSE-03
22053951,CSE-03
22053954,CSE-03
22054035,CSE-03
22054063,CSE-03
22054144,CSE-03
22054200,CSE-03
22054226,CSE-03
2205269,CSE-04
2205412,CSE-04
2205434,CSE-04
22051231,CSE-04
22051704,CSE-04
22051731,CSE-04
22051791,CSE-04
22051796,CSE-04
22052538,CSE-04
22052791,CSE-04
22053504,CSE-04
22053512,CSE-04
22053513,CSE-04
22053560,CSE-04
22053822,CSE-04
22054038,CSE-04
22054167,CSE-04
22054466,CSE-04
2205154,CSE-04
2205302,CSE-04
2205334,CSE-04
2205429,CSE-04
2205612,CSE-04
2205883,CSE-04
22051152,CSE-04
22051165,CSE-04
22051203,CSE-04
22051213,CSE-04
22051228,CSE-04
22051229,CSE-04
22051239,CSE-04
22051241,CSE-04
22051243,CSE-04
22051245,CSE-04
22051246,CSE-04
22051425,CSE-04
22051429,CSE-04
22051493,CSE-04
22051497,CSE-04
22051498,CSE-04
22051499,CSE-04
22051507,CSE-04
22051692,CSE-04
22051732,CSE-04
22051783,CSE-04
22051797,CSE-04
22051908,CSE-04
22051975,CSE-04
22052075,CSE-04
22052083,CSE-04
22052157,CSE-04
22052278,CSE-04
22052344,CSE-04
22052384,CSE-04
22052385,CSE-04
22052445,CSE-04
22052454,CSE-04
22052460,CSE-04
22052492,CSE-04
22052646,CSE-04
22052729,CSE-04
22052912,CSE-04
22053223,CSE-04
22053306,CSE-04
22053392,CSE-06
22053452,CSE-04
22053494,CSE-04
22053536,CSE-04
22053652,CSE-04
22053776,CSE-04
22053882,CSE-04
22053911,CSE-04
22053949,CSE-04
22053987,CSE-04
22054030,CSE-04
22054155,CSE-04
22054399,CSE-04
23057051,CSE-04
2205130,CSE-05
2205138,CSE-05
2205286,CSE-05
2205618,CSE-05
22051952,CSE-05
22052756,CSE-05
22052805,CSE-05
22053075,CSE-05
22053208,CSE-05
2205094,CSE-05
2205115,CSE-05
2205140,CSE-05
2205173,CSE-05
2205185,CSE-05
2205201,CSE-05
2205255,CSE-05
2205381,CSE-05
2205426,CSE-05
2205430,CSE-05
2205440,CSE-05
2205451,CSE-05
2205504,CSE-05
2205517,CSE-05
2205555,CSE-05
2205599,CSE-05
2205601,CSE-05
2205661,CSE-05
2205679,CSE-05
2205682,CSE-05
2205791,CSE-05
2205893,CSE-05
22051202,CSE-05
22051345,CSE-05
22051374,CSE-05
22051375,CSE-05
22051379,CSE-05
22051384,CSE-05
22051385,CSE-05
22051481,CSE-05
22051500,CSE-05
22051662,CSE-05
22052037,CSE-05
22052056,CSE-05
22052248,CSE-05
22052302,CSE-05
22052303,CSE-05
22052306,CSE-05
22052343,CSE-05
22052422,CSE-05
22052571,CSE-05
22052632,CSE-05
22052757,CSE-05
22052760,CSE-05
22052772,CSE-05
22052908,CSE-05
22053074,CSE-05
22053078,CSE-05
22053084,CSE-05
22053100,CSE-05
22053117,CSE-05
22053182,CSE-05
22053214,CSE-05
22053345,CSE-05
22053373,CSE-05
22053682,CSE-05
22053747,CSE-05
22053762,CSE-05
22053784,CSE-05
22053824,CSE-05
22053857,CSE-05
22053859,CSE-05
22053917,CSE-05
22053937,CSE-05
22053967,CSE-05
22053972,CSE-05
22053976,CSE-05
22054013,CSE-05
22054408,CSE-05
2205704,CSE-06
2205727,CSE-06
2205753,CSE-06
2205761,CSE-06
22052887,CSE-06
22053697,CSE-06
22053711,CSE-06
22054188,CSE-06
23057064,CSE-06
2205190,CSE-06
2205266,CSE-06
2205314,CSE-06
2205364,CSE-06
2205380,CSE-06
2205390,CSE-06
2205399,CSE-06
2205402,CSE-06
2205411,CSE-06
2205415,CSE-06
2205423,CSE-06
2205544,CSE-06
2205716,CSE-06
2205774,CSE-06
2205780,CSE-06
2205929,CSE-06
2205944,CSE-06
22051008,CSE-06
22051019,CSE-06
22051105,CSE-06
22051107,CSE-06
22051112,CSE-06
22051138,CSE-06
22051380,CSE-06
22051603,CSE-06
22051668,CSE-06
22051689,CSE-06
22051734,CSE-06
22051778,CSE-06
22051895,CSE-06
22051934,CSE-06
22052053,CSE-06
22052069,CSE-06
22052087,CSE-06
22052122,CSE-06
22052218,CSE-06
22052286,CSE-06
22052409,CSE-06
22052464,CSE-06
22052466,CSE-06
22052619,CSE-06
22052685,CSE-06
22052797,CSE-06
22052843,CSE-06
22052845,CSE-06
22052852,CSE-06
22053171,CSE-06
22053395,CSE-06
22053399,CSE-06
22053409,CSE-06
22053441,CSE-06
22053456,CSE-06
22053462,CSE-06
22053498,CSE-06
22053500,CSE-06
22053520,CSE-06
22053522,CSE-06
22053561,CSE-06
22053673,CSE-06
22053727,CSE-06
22053890,CSE-06
22054115,CSE-06
22054157,CSE-06
22054181,CSE-06
22054302,CSE-06
22054373,CSE-06
22054387,CSE-06
23057018,CSE-06
23057044,CSE-38
2205001,CSE-07
2205366,CSE-07
2205470,CSE-07
2205498,CSE-07
2205503,CSE-07
2205607,CSE-07
2205681,CSE-07
2205766,CSE-07
2205932,CSE-07
2205949,CSE-07
22051838,CSE-07
22051972,CSE-07
22051974,CSE-07
22051978,CSE-07
22051982,CSE-07
22052413,CSE-07
22052827,CSE-07
22052924,CSE-07
22053086,CSE-07
22053662,CSE-07
22053819,CSE-07
22053872,CSE-07
22053904,CSE-07
2205004,CSE-07
2205009,CSE-07
2205014,CSE-07
2205021,CSE-07
2205026,CSE-07
2205027,CSE-07
2205122,CSE-07
2205210,CSE-07
2205376,CSE-07
2205456,CSE-07
2205529,CSE-07
2205546,CSE-07
2205673,CSE-07
2205695,CSE-07
2205789,CSE-07
2205867,CSE-07
2205946,CSE-07
22051811,CSE-07
22051882,CSE-07
22051889,CSE-07
22051904,CSE-07
22051943,CSE-07
22051981,CSE-07
22052051,CSE-07
22052097,CSE-07
22052118,CSE-07
22052119,CSE-07
22052124,CSE-07
22052262,CSE-07
22052310,CSE-07
22052417,CSE-07
22052419,CSE-07
22052423,CSE-07
22052436,CSE-07
22052506,CSE-07
22052521,CSE-07
22052530,CSE-07
22052572,CSE-07
22052595,CSE-07
22052648,CSE-07
22052692,CSE-07
22052767,CSE-07
22052823,CSE-07
22052844,CSE-07
22052959,CSE-07
22053027,CSE-07
22053413,CSE-07
22053517,CSE-07
22053530,CSE-07
22053538,CSE-07
22053730,CSE-07
22053742,CSE-07
22053848,CSE-07
22053849,CSE-07
22054128,CSE-07
2205221,CSE-08
2205262,CSE-08
2205724,CSE-08
